demand_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0,3356.5956934498818,3568.886261508626,1786.986662664804,1607.1068916654629,4504.801788676564,4504.801788676564,5004.261032606393,1724.6928587505558,3110.819978260825,4467.499222184619,5112.668223498139,4211.434779903633,1459.866947439817,2363.6248305111476,3587.5873672885004,2302.543078431162,3959.311384608287,2465.0585220208845,4288.2784179044265,5146.603707071467,4447.568424211138,4105.874522658598,831.8648861125505,4407.485450900399,3631.957407328861,3837.8839284121204,5128.6695564720785,4504.801788676564,1058.0201874057896,1170.9115100297474,4161.774634740932,5128.865998019063,4575.166638354581,4120.233155360198,3523.408647879412,4455.017087398534,3153.6131081484855,3221.2667164356776,514.647070193377,1567.9480157524263,1614.5685810931607,3626.078003342977,3773.812339361001,3183.265166894349,1377.6695640477158,2162.4475170748387,4320.418549860927,5691.934356701419,4666.978511554614,5233.450041466013,4444.197100328223,1723.0190096253048,1730.291315924894,5092.553422669665,5771.530423773097,672.2130092164034,2754.379301399692,4189.235549988284,4122.57499650272,4986.113354291801,5389.9462663393815,4547.531040334441,4440.81838729311,5069.556645563679,4471.513362115042,3953.291514916865,5938.1722927612545,5094.7053440451255,324.6892961038404,2641.4886279697103,3708.318199791602,4903.802291492469,4999.042256796854,4245.397281155313,741.8278218755545,1289.0545449399942,696.847998648832,504.09669764068593,5580.364616670577,5154.281388792422,727.5427562582145,4367.044647961766,4358.009244313169,2472.575863810646,912.2574548284124,2018.0054821944593,1291.6805291790065,3756.1257626496194,4349.19503015305,2116.8522764290033,254.0719068563711,2772.3397209599,2508.978844499477
1,3523.4380664230353,3750.730688457616,1738.7971783905514,1696.9426522333056,4659.946420869228,4659.946420869228,5200.390677330489,1871.9902576363538,3299.2812361424308,4663.474476632122,5312.455524257435,4406.1629494906965,1451.4543794387416,2541.6388052036964,3771.8464357183357,2500.332911397479,4125.004399742059,2583.252542759365,4482.663044841785,5343.716048639678,4646.6873610789235,4251.228026251019,1009.8701878124971,4574.163940047968,3765.2675202619616,3995.1567806197136,5325.58245882489,4659.946420869228,1235.3699338774752,1321.5391158430884,4361.137645934819,5325.778644873698,4774.474695931957,4320.162146709553,3721.633900702621,4649.370358506299,3170.7848832986338,3372.210627970706,707.9758846070329,1733.1382669991594,1705.520099426325,3825.513626470723,3940.5118491277126,3375.5972666412786,1386.4347499058156,2138.4656916657773,4502.492490847718,5890.7297182619795,4866.943810859484,5432.776307210423,4642.377581225196,1915.344284037347,1922.5939027286245,5292.10458353342,5971.386903699148,703.8218499149889,2789.448232838502,4388.513369576164,4321.843313055015,5185.154865826354,5589.5667023959595,4746.819668808493,4640.7987036194045,5269.254324071017,4669.147570667221,4152.141797970852,6138.05845807083,5294.654212951571,126.97830590595939,2683.0937557984694,3711.785718331653,5103.559388638317,5199.023360851699,4443.784062084086,833.2239669865268,1462.0080508239475,885.9949711348448,477.23711206536103,5780.192082064472,5353.865280452674,569.6344714824229,4563.576660798463,4552.354677855678,2660.9046066834694,999.367795700077,1990.6810440081802,1481.273112364106,3924.7347527853913,4542.687624630231,2097.1617348039827,67.87896281136719,2777.7186057280305,2697.923060876601
2,3693.2940682170247,3934.126190890759,1712.198452564979,1804.1102780879642,4818.069780487486,4818.069780487486,5396.704582356536,2028.0026139593358,3488.8598134582394,4859.676424743365,5512.283325779537,4601.227734795355,1469.906898831888,2722.4823359109273,3957.4368965428675,2698.377248244303,4293.331964793425,2710.6528055101985,4677.401651662119,5540.949201020247,4845.83248803353,4400.514669032789,1195.0447577101263,4743.132832805441,3903.8879709580847,4155.785524589103,5522.6281228853095,4818.069780487486,1418.5517101030534,1483.5758245092447,4560.598602268489,5522.824059875096,4973.797412052301,4520.086469225397,3920.108128030796,4844.063250214558,3199.8456020298954,3527.7017928775513,904.1152508697487,1904.7453550972616,1813.5988994919385,4024.9689364183278,4109.899773458838,3568.635382605863,1422.9930148186393,2132.4961503186723,4685.8157543607,6089.548802147287,5066.905620018005,5632.10980755889,4840.640191967457,2108.968344280268,2116.1942657514214,5491.65581304028,6171.235518017104,786.2028215147515,2837.681459232733,4587.898897845198,4521.221331548006,5384.218705423979,5789.1835323869045,4946.124240535689,4840.787048115613,5468.947844343193,4866.897780768899,4351.153526497844,6337.936904155013,5494.598185481217,82.75908429768963,2738.1852076692026,3725.4531238905047,5303.311583268911,5399.003058597444,4642.24594662952,957.8345604021152,1640.888625355488,1079.1913305566868,529.9683922967735,5980.011949815653,5553.447820902272,447.2927327003304,4760.3037733822775,4747.049828632977,2850.6581973862735,1116.3304052953467,1982.6972132349972,1673.145983096248,4095.8937598389175,4736.592057553424,2095.901106715478,156.85690876096416,2796.8769554006485,2888.195175857025
3,3855.9385075928303,4110.988602985029,1691.163008939582,1911.6344786160782,4967.619466462679,4967.619466462679,5588.4531049139805,2180.044958713556,3672.794599887086,5051.324212657525,5711.114112580682,4791.424519736506,1497.488868720767,2897.5253733839245,4136.705005256917,2892.8550689441677,4453.900348092858,2832.685170540134,4867.173085836515,5733.958152454799,5041.854870833908,4541.305058177706,1388.075929115755,4904.0898922636425,4034.445605434544,4308.457838393358,5715.373644041233,4967.619466462679,1598.4186815561811,1643.8277400081342,4759.627032656438,5715.56921838954,5170.145998918799,4717.9122021893945,4119.067312387874,5033.753818349692,3223.568968696174,3675.8152838954816,1097.5952931666357,2072.095537830844,1921.8957932389942,4221.6124707406525,4271.712645466223,3756.549750358754,1468.9168736011366,2127.6231729919623,4862.2843420179515,6284.959338189458,5264.901391215529,5828.460875078731,5035.207689129053,2298.244377862832,2305.4383292168263,5688.455968128296,6368.775581995106,891.9112041948849,2881.862253464787,4786.940846964704,4720.264287403504,5580.0762689891835,5986.124006354126,5142.438951544828,5039.197438648414,5666.074682871636,5060.696333058486,4550.2022130182295,6535.572791290651,5692.498546297071,279.30690162519693,2789.5781712755966,3732.160970931552,5500.589162378233,5597.1163895575955,4837.1351102456665,1092.5181341715524,1815.9901404006134,1276.4055666352606,629.3711787869119,6177.466947441239,5750.315461781343,412.1014273320054,4952.669804317766,4936.756465937746,3035.115684548959,1265.213408077311,1977.2203266547879,1860.9681111491857,4259.574980470083,4925.309042316913,2096.0473054714994,349.4254422157019,2812.5554467993043,3073.2074808356883
4,4004.266884472196,4275.49585429092,1662.951574158789,2008.7967581090666,5100.286842590074,5100.286842590074,5771.624220393157,2320.459282964361,3846.199292716024,5234.45002163601,5907.239370304102,4972.562082711546,1521.1106966054308,3061.085496329374,4304.089229771685,3080.784803439888,4599.309042155411,2939.691708923602,5047.702981444629,5918.969834639978,5231.787095857755,4664.788889981222,1587.537344365239,5049.583724568606,4147.608877330896,4445.199922383583,5899.992591653873,5100.286842590074,1770.2444280734142,1795.1887847915468,4956.851449815268,5900.187595442783,5360.639352323376,4911.336301994466,4317.599326922722,5214.130267676132,3229.228847888118,3808.3795741239423,1286.1965222079757,2228.940641498314,2019.7408747073707,4412.7533406112025,4418.687244703386,3934.982649903105,1511.099402309499,2110.914622394491,5025.884780624855,6473.720151470616,5458.671180318293,6018.897769105152,5222.729942064586,2479.5061629825095,2486.6516762552283,5879.731594500655,6561.479105043227,1003.971636123519,2909.5761358768073,4984.314368665796,4917.652845863728,5769.664967327047,6177.645128953026,5332.874674410662,5234.01192514323,5857.980207532734,5247.012486443354,4748.16192243128,6728.472617112673,5886.024890158115,479.005743565591,2824.9997354132797,3719.025890829968,5692.805612960058,5791.145652139808,5025.202270442784,1225.290679704926,1981.9521316189541,1476.3000102652072,748.1432398546681,6370.002411066118,5941.714142101771,494.14498952990317,5136.857862530975,5117.179241279943,3209.6448730907314,1442.2491374358683,1961.3303228160526,2041.0714752652677,4408.673254366402,5104.383804177718,2084.670921876417,542.7966423088617,2811.929825894015,3248.388106621178
5,4166.775540045585,4450.983723976653,1675.728211075577,2133.5196265718396,5248.656110046637,5248.656110046637,5961.172595575268,2479.229069188885,4028.8607428764108,5424.041137729648,6105.4293115318205,5160.723613065473,1586.0602532339508,3236.721765561559,4481.8491049317845,3274.203809337455,4758.910643438296,3068.963607428762,5235.394767701968,6109.856724040313,5426.2077209132585,4805.541301168675,1784.7484173582613,5208.964452544295,4279.917970691699,4597.585923761338,6090.594080864735,5248.656110046637,1953.8482701436374,1964.083040180485,5155.579872379387,6090.788644527134,5555.426154677452,5108.026030717053,4516.788170017833,5401.67459671815,3264.174080134233,3957.8822607064276,1481.1108927991475,2400.692985789798,2144.971584539254,4608.046469764526,4579.733706788256,4121.4026335978115,1593.0419024469663,2130.2244230792458,5200.299681947603,6667.245501781618,5655.54417038134,6213.602863066107,5415.491926015521,2668.6981840709022,2675.8051761380502,6075.004144055123,6757.648044094474,1151.1905350912361,2967.035817945945,5183.105513184623,5116.451084170225,5963.810602409863,6373.063894075255,5527.625081774773,5431.505822107812,6053.665948467285,5438.918053900502,4947.179705109721,6924.7606563279105,6082.733155240736,678.1216630146859,2890.115831115112,3733.8503429350762,5888.700221582016,5988.161993052,5218.3664266155365,1384.2229377309204,2160.981261303568,1675.2303661302078,905.8049392629774,6566.071155320706,6137.064390937066,619.2713280826162,5327.2428864389685,5304.776927414887,3393.503553856154,1616.6972334106076,1982.8635107708174,2229.8709484743663,4571.498614166535,5290.9655442798585,2109.497551705922,741.0459841332646,2842.508196515965,3432.707524830963
6,4347.999016903834,4640.805788984674,1741.9829788651666,2290.0831476092485,5419.0217544571115,5419.0217544571115,6158.801657697244,2659.2723202688985,4223.080200708736,5621.711599168427,6304.923801472254,5357.731078379164,1699.1595411107046,3427.0328291608803,4673.085013842349,3473.443459078124,4937.811516469256,3226.6124559932214,5432.16568646888,6308.07523549248,5625.6753858692755,4970.280789258653,1976.7971645738462,5387.539210158958,4438.434680876193,4771.284660432517,6288.690735944653,5419.0217544571115,2149.26076474228,2151.355023751524,5354.666379112748,6288.885103231677,5754.980397904725,5307.82309035189,4714.974553111918,5598.361311990398,3340.718032056318,4129.840546390885,1680.7909687222077,2589.1724434059256,2301.873111404667,4807.710617434785,4759.74181878994,4317.628199441836,1719.8738229067148,2198.011476216081,5389.271827441567,6866.443995731089,5855.337831710403,6413.133247430381,5614.455735151599,2866.4378946261254,2873.527218299574,6274.655402247852,6957.421677605622,1328.2463625918497,3065.0186811406343,5382.11926589249,5315.456163494105,6163.200035783874,6572.740075473111,5727.171282219332,5631.231114039288,6253.385497087846,5637.567307009595,5145.84055685013,7124.543223692033,6282.530208127329,875.0708042549144,2995.1324651272816,3790.086319874373,6088.447554165649,6187.948535053985,5417.470079686113,1566.9869763641807,2353.8787374353506,1870.9557106905916,1090.676290787942,6765.83590331017,6336.729523176295,757.4625322795093,5525.271536517033,5501.49642239365,3588.5071041754863,1781.7629522547636,2053.939856271739,2427.5407902835436,4752.769714999893,5487.166986805003,2182.545065596899,940.4374443081875,2916.592782841066,3627.9480658655543
7,4516.2005744105045,4816.262286606637,1820.2369091081584,2439.767391671432,5577.557581764391,5577.557581764391,6340.868257659466,2827.349268241827,4402.320814010362,5803.825136330002,6488.623633171079,5539.280132741838,1816.4701569968072,3603.135537730672,4849.742222101039,3656.933774755932,5103.857339032475,3375.653561064168,5613.508616876298,6490.652040472521,5809.34330488541,5124.11085916524,2154.890172511242,5553.191869210801,4587.177717384705,4932.912554154221,6471.161749002978,5577.557581764391,2329.8198120531115,2325.5926983154723,5538.022110021326,6471.355942603326,5938.723221010609,5491.77980580688,4897.575968775505,5779.626097413176,3419.9211407071175,4290.250842621157,1864.6591820170518,2764.0848153828906,2451.802940886884,4991.5508586169835,4926.786220489724,4498.556811826753,1848.0188487908129,2274.1101513046506,5563.8996074759025,7049.872047098973,6039.292127146507,6596.853687990949,5797.687170090898,3048.7244948983994,3055.798964843384,6458.482130201055,7141.356454420654,1496.2992056928758,3163.6347517884114,5565.412792596063,5498.742902342918,6346.797934734069,6756.588417554199,5910.90717206407,5815.128622137945,6437.272374974501,5820.526413458983,5328.836347856093,7308.486081576091,6466.486923556963,1057.3629749280726,3099.9932968243384,3850.2199479320084,6272.3590952283375,6371.897085290361,5600.824042583261,1738.5438846035095,2532.405728182867,2051.8750093153267,1264.8805603033063,6949.76272725522,6520.568375277097,905.3238245432456,5707.696307264896,5682.792699889419,3768.4741158554834,1939.5771666759276,2133.7895638515265,2609.812332410543,4920.897868004303,5668.0171962101185,2263.2636481067634,1124.152789547436,2994.896407606714,3808.1076665946052
8,2464.8065089626593,2920.3237155985444,837.669149349401,399.8734601871451,3360.059771533343,3360.059771533343,4644.512859647531,1032.970063880892,2682.090813725791,4137.20934385451,5169.868535670065,3850.2797104834353,535.6009900253206,1863.9383451736928,2989.692356703208,2379.1074645245494,2989.550946047166,1129.568938235207,3907.5246210658274,4826.0074572617705,4308.011328174227,2872.766525612892,2156.1603404596126,3420.3206650485436,2308.253530062516,2762.171626026864,4798.877952150313,3360.059771533343,1318.720936103351,1027.719238939908,4342.636836095772,4799.050243739459,4444.993544635327,4127.559302405123,3853.6281832953105,4059.84326829606,1455.6443483755756,2126.0981614991783,1556.065357547672,1224.2116817987833,409.15744545928925,3596.3044673253235,2835.072444665883,2855.9120500076065,477.9847373545681,798.044932680348,3605.5807658734993,5449.708783133513,4647.682248037997,5063.5505335263115,4232.328161291513,1797.710539174871,1800.9420190861556,4957.443089382449,5653.69185860637,1072.05615590152,1029.6174199868842,4376.647945384456,4316.434140383563,4802.5559394553375,5248.0163384527805,4417.3188647736515,4480.300226694692,4957.19090052324,4224.021200253728,4198.349795620378,5820.585509948497,5040.287796009191,1843.8503713230434,912.9834737363481,2037.9901219606584,4811.708456211469,4969.810170339161,4063.5155000443115,1006.7642227475964,1275.218861960585,1983.7655238479024,1314.4432669767373,5464.858398940665,5020.03624358179,2288.65739952977,4070.1751616166553,3970.1164661276375,2172.082289337063,2555.8351107438866,742.685603679962,1549.4213989877665,2848.3974684857003,3931.1831640358787,734.9711844709358,1747.2291064177566,1124.1292058374556,2215.385637450402
9,2670.2897007992337,3114.8444731207796,645.7507044432443,546.6816662656614,3575.6319143395385,3575.6319143395385,4829.3152012012715,1180.4941939675336,2858.2154140532666,4317.646772119653,5324.587282210757,4031.3499051530816,321.0788555862477,2031.0646904839014,3181.4148925337363,2501.730528658294,3200.744881821315,1344.3687009548921,4090.3328710104843,5008.815393688754,4474.781034105772,3088.4702340754197,2121.223721167153,3633.0677275669923,2523.4601794540326,2975.9742615338496,4982.219930337502,3575.6319143395385,1351.8466443177444,1078.1596775203905,4481.513116850224,4982.394536703902,4611.773097812683,4280.759403290241,3973.7482365245205,4244.476225983978,1534.253026532922,2338.549092643033,1509.173958739825,1338.7980483258043,558.4806707586032,3748.46385341418,3044.5767526995755,3025.846359447697,283.8861755371603,700.082574990343,3807.6923129154493,5629.149160146953,4806.3914202540345,5236.30395105645,4404.3964605441815,1898.9619061257772,1902.8490823924128,5127.076648163313,5824.570829797033,949.4899875942709,1144.169849517314,4515.142216306115,4453.89260287524,4975.269132728176,5419.336582711768,4583.950324434467,4632.97845928934,5125.031681604228,4398.781790737118,4329.991902816338,5991.969348609419,5203.823259376157,1703.3951847336004,1043.2477185222142,2097.7564822485538,4977.269244239856,5130.9526474532095,4232.210100049958,932.3900367549799,1345.5035010872664,1945.5193946080165,1173.6817972327085,5634.921710090836,5189.86483658347,2136.3011211950093,4247.79619369857,4153.77323039259,2327.8606344270343,2479.657004869717,610.9227389225006,1610.1136359510378,3056.6522270846694,4116.727638540123,637.9573064862242,1611.4092882591565,1164.8691983653007,2371.5148441928964
